,p,ai,,
pan,ph,ae,:n,
,p,an,,
pang,ph,ae,:g,
,p,ang,,
pat,ph,ae,:t,
,p,at,,
pau,ph,ae,:u,
,p,au,,
pei,ph,ih,:i,
,p,ei,,
pek,ph,ea,:k,
,p,ek,,
peng,ph,ea,:g,
,p,eng,,
pik,ph,ih,:k,
,p,ik,,
pin,ph,iy,:n,
,p,in,,
ping,ph,ih,:g,
,p,ing,,
pit,ph,iy,:t,
,p,it,,
piu,ph,iy,:u,
,p,iu,,
po,ph,oa,,
,p,o,,
poi,ph,oa,:i,
,p,oi,,
pok,ph,oa,:k,
,p,ok,,
pong,ph,oa,:g,
,p,ong,,
pou,ph,ox,:u,
,p,ou,,
pui,ph,uw,:i,
,p,ui,,
puk,ph,ox,:k,
,p,uk,,
pun,ph,uw,:n,
,p,un,,
pung,ph,ox,:g,
,p,ung,,
put,ph,uw,:t,
,p,ut,,
saa,s,aa,,
,s,aa,,
saai,s,aa,:i,
,s,aai,,
saak,s,aa,:k,
,s,aak,,
saam,s,aa,:m,
,s,aam,,
saan,s,aa,:n,
,s,aan,,
saang,s,ah,:g,
,s,aang,,
saap,s,aa,:p,
,s,aap,,
saat,s,aa,:t,
,s,aat,,
saau,s,ah,:u,
,s,aau,,
sai,s,ae,:i,
,s,ai,,
sak,s,ae,:k,
,s,ak,,
sam,s,ae,:m,
,s,am,,
san,s,ae,:n,
,s,an,,
sang,s,ae,:g,
,s,ang,,
sap,s,ae,:p,
,s,ap,,
sat,s,ae,:t,
,s,at,,
sau,s,ae,:u,
,s,au,,
se,s,eh,,
,s,e,,
sei,s,ih,:i,
,s,ei,,
sek,s,ea,:k,
,s,ek,,
seng,s,ea,:g,
,s,eng,,
seoi,s,eo,:i,
,s,eoi,,
seon,s,eo,:n,
,s,eon,,
seot,s,eo,:t,
,s,eot,,
si,s,iy,,
,s,i,,
sik,s,ih,:k,
,s,ik,,
sim,s,iy,:m,
,s,im,,
sin,s,iy,:n,
,s,in,,
sing,s,ih,:g,
,s,ing,,
sip,s,iy,:p,
,s,ip,,
sit,s,iy,:t,
,s,it,,
siu,s,iy,:u,
,s,iu,,
so,s,oa,,
,s,o,,
soek,s,oe,:k,
,s,oek,,
soeng,s,oe,:g,
,s,oeng,,
soi,s,oa,:i,
,s,oi,,
sok,s,oa,:k,
,s,ok,,
song,s,oa,:g,
,s,ong,,
sou,s,ox,:u,
,s,ou,,
suk,s,ox,:k,
,s,uk,,
sung,s,ox,:g,
,s,ung,,
syu,s,vw,,
,s,yu,,
syun,s,vw,:n,
,s,yun,,
syut,s,vw,:t,
,s,yut,,
taa,th,aa,,
,t,aa,,
taai,th,aa,:i,
,t,aai,,
taam,th,aa,:m,
,t,aam,,
taan,th,aa,:n,
,t,aan,,
taap,th,aa,:p,
,t,aap,,
taat,th,aa,:t,
,t,aat,,
tai,th,ae,:i,
,t,ai,,
tam,th,ae,:m,
,t,am,,
tan,th,ae,:n,
,t,an,,
tang,th,ae,:g,
,t,ang,,
tau,th,ae,:u,
,t,au,,
tek,th,ea,:k,
,t,ek,,
teng,th,ea,:g,
,t,eng,,
teoi,th,eo,:i,
,t,eoi,,
teon,th,eo,:n,
,t,eon,,
tik,th,ih,:k,
,t,ik,,
tim,th,iy,:m,
,t,im,,
tin,th,iy,:n,
,t,in,,
ting,th,ih,:g,
,t,ing,,
tip,th,iy,:p,
,t,ip,,
tit,th,iy,:t,
,t,it,,
tiu,th,iy,:u,
,t,iu,,
to,th,oa,,
,t,o,,
toe,th,oe,,
,t,oe,,
toi,th,oa,:i,
,t,oi,,
tok,th,oa,:k,
,t,ok,,
tong,th,oa,:g,
,t,ong,,
tou,th,ox,:u,
,t,ou,,
tuk,th,ox,:k,
,t,uk,,
tung,th,ox,:g,
,t,ung,,
tyun,th,vw,:n,
,t,yun,,
tyut,th,vw,:t,
,t,yut,,
uk,ox,:k,,
,uk,,,
ung,ox,:g,,
,ung,,,
waa,w,aa,,
,w,aa,,
waai,w,aa,:i,
,w,aai,,
waak,w,aa,:k,
,w,aak,,
waan,w,aa,:n,
,w,aan,,
waang,w,ah,:g,
,w,aang,,
waat,w,aa,:t,
,w,aat,,
wai,w,ae,:i,
,w,ai,,
wan,w,ae,:n,
,w,an,,
wang,w,ae,:g,
,w,ang,,
wat,w,ae,:t,
,w,at,,
wik,w,ih,:k,
,w,ik,,
wing,w,ih,:g,
,w,ing,,
wo,w,oa,,
,w,o,,
wou,w,ox,:u,
,w,ou,,
wok,w,oa,:k,
,w,ok,,
wong,w,oa,:g,
,w,ong,,
wu,w,uw,,
,w,u,,
wui,w,uw,:i,
,w,ui,,
wun,w,uw,:n,
,w,un,,
wut,w,uw,:t,
,w,ut,,
zaa,ts,aa,,
,z,aa,,
zaai,ts,aa,:i,
,z,aai,,
zaak,ts,aa,:k,
,z,aak,,
zaam,ts,aa,:m,
,z,aam,,
zaan,ts,aa,:n,
,z,aan,,
zaang,ts,ah,:g,
,z,aang,,
zaap,ts,aa,:p,
,z,aap,,
zaat,ts,aa,:t,
,z,aat,,
zaau,ts,ah,:u,
,z,aau,,
zai,ts,ae,:i,
,z,ai,,
zak,ts,ae,:k,
,z,ak,,
zam,ts,ae,:m,
,z,am,,
zan,ts,ae,:n,
,z,an,,
zang,ts,ae,:g,
,z,ang,,
zap,ts,ae,:p,
,z,ap,,
zat,ts,ae,:t,
,z,at,,
zau,ts,ae,:u,
,z,au,,
ze,ts,eh,,
,z,e,,
zek,ts,ea,:k,
,z,ek,,
zeng,ts,ea,:g,
,z,eng,,
zeoi,ts,eo,:i,
,z,eoi,,
zeon,ts,eo,:n,
,z,eon,,
zeot,ts,eo,:t,
,z,eot,,
zi,ts,iy,,
,z,i,,
zik,ts,ih,:k,
,z,ik,,
zim,ts,iy,:m,
,z,im,,
zin,ts,iy,:n,
,z,in,,
zing,ts,ih,:g,
,z,ing,,
zip,ts,iy,:p,
,z,ip,,
zit,ts,iy,:t,
,z,it,,
ziu,ts,iy,:u,
,z,iu,,
zo,ts,oa,,
,z,o,,
zoek,ts,oe,:k,
,z,oek,,
zoeng,ts,oe,:g,
,z,oeng,,
zoi,ts,oa,:i,
,z,oi,,
zok,ts,oa,:k,
,z,ok,,
zong,ts,oa,:g,
,z,ong,,
zou,ts,ox,:u,
,z,ou,,
zuk,ts,ox,:k,
,z,uk,,
zung,ts,ox,:g,
,z,ung,,
zyu,ts,vw,,
,z,yu,,
zyun,ts,vw,:n,
,z,yun,,
zyut,ts,vw,:t,
,z,yut,,
